address,balance,TDR,Wallet_Age(Days),From_Count,To_Count,Predicted_Holding_days
0x3f170496f84c11668e00c572f391dfc5fbcd1db9,0.12288,0.452,274,50,50,Over 4 weeks
0x1e39cc29009ed4760c186d8771295c1e224882d4,0.44241,0.098,1794,41,59,Over 4 weeks
0xf7399f451f4ab82340f012a27781e9f79c469c4e,0.01917,0.14,158,5,9,Over 4 weeks
0x5e4568c4d8343052a06ec8aab1e124af08b73248,1.99804,0.08,1834,43,57,Over 4 weeks
0x73064f6c1c5dad8d917782aec16ab564feb3c011,0.93238,0.067,2008,17,83,Over 4 weeks
0xb6a05c09ae091ea13c41caf6c37eda26cf3260a5,0.03189,0.129,264,13,16,Over 4 weeks
0x48f7d45fa696dc89ff4f2233b25490455ae19dc2,0.01935,0.202,1156,31,69,Over 4 weeks
0xf42ad66f4b66628584f2e97421a008d62a8f116c,0.01531,0.168,934,32,68,Over 4 weeks
0x8c868ab6ea5aa8bf37f58376f0a61c3728aef904,0.08316,0.533,181,45,51,Over 4 weeks
0xd8b40db7267ea9ae42f83711ef704079816b0f43,0.07325,0.512,177,39,44,Over 4 weeks
0x1f1c29c94abe2b8f06b403cc5a61c479167ebc3d,0.01178,0.047,995,27,17,Over 4 weeks
0x1e34b42f23871aaf6a8bff113d7241ad6b936ee7,0.56717,0.467,675,40,60,Over 4 weeks
0xf7e8caefa7a22999aa7a2dfe7be570dbb341afb1,0.05046,0.392,406,46,54,Over 4 weeks
0x5ffff94f7557f3e95b36210623cffd4bf1b1c064,0.00295,0.6,154,3,9,Over 4 weeks
0x5d6ddbb7252681c0203e375284f202cf1ede8eee,0.02369,0.147,692,35,65,Over 4 weeks
0xb9ea5623ad4339c0fe09d16b1abfc47498e70dae,0.026,0.541,165,39,40,Over 4 weeks
0x615ff929f833d0ded0287fb4ef19dc83ef5bfad5,0.01489,0.137,376,17,33,Over 4 weeks
0x7ea9b8ba0d889ba42458f657ed27244ad593dfe7,0.14746,0.21,746,42,58,Over 4 weeks
0xa3f066285ad422407acbf6765fc1a71505bc610d,0.47335,0.265,520,34,66,Over 4 weeks
0x3be9909766f2d5c3bf3e587ff4e53790ba4e40af,0.05128,0.134,705,35,59,Over 4 weeks
0x82c1a36cfad0b937db02e38e98efaf9c002a02c3,0.0,3.0,135,0,3,Over 4 weeks
0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,4.76398,0.485,955,49,51,Over 4 weeks
0x8becd7ebf3f910090f9264dfd0bb221ea04af8c3,0.40056,0.216,677,33,67,Over 4 weeks
0xa788e0586409fa4eaf986e24604003adaa3dcc9d,0.07277,0.227,337,32,42,Over 4 weeks
0x544a40955ba1c7e56e161a59e1319e3313c25251,0.19498,0.115,1783,39,61,Over 4 weeks
0xc47ecb8853f5916374a9e805fb3732fe8b7d5758,0.00419,0.0,0,0,0,Over 4 weeks
0x90e0d37f59b4d3202880d2fb17f3e50b7056f762,0.16232,0.585,990,45,55,Over 4 weeks
0x9f9ebce72c0715cdbad4d589986eb22f6782a1ce,0.0925,2.128,911,47,53,Over 4 weeks
0x565ef6cd1d7ae856ff3d8a52607b8a0d81bf7e0c,0.24541,0.147,437,8,41,Over 4 weeks
0xa77797a13930864d35cd7c53d0830aa775bb181b,0.10882,0.13,436,18,37,Over 4 weeks
0xbc04652b7657e9a7c2778f04b425683955de88c1,0.02614,0.12,935,45,55,Over 4 weeks
0xf8d427a26d6634ca085685bb520dd085bc3d22b4,0.00635,0.034,683,4,14,Over 4 weeks
0xcdaa63e7762d078c07f344eb05b1d6c792fff2e5,0.00732,0.485,305,29,68,Over 4 weeks
0x3158ede7ad7680df78541af3ca60b4d09dfcf41b,0.01604,0.07,491,6,28,Over 4 weeks
0x004ee4f2e7c94f313f4701f9755dc0171cbd6721,0.0017,0.0,0,0,0,Over 4 weeks
0x576eb27cbf54518d3de5a38ea7746ef6a9b8b5e6,0.0493,0.285,931,52,48,Over 4 weeks
0xfe107523a9c4814ec70c2fbffbca82e531d96d11,0.00517,0.037,683,5,15,Over 4 weeks
0x269131c4c54efcfe90d7ea2f22950ebdbc3a146b,0.01134,0.034,683,4,14,Over 4 weeks
0x9f3c061270c4492bc65bf976762742a861e6236a,0.17698,1.282,854,48,52,Over 4 weeks
0xa57a0f70e226a9cfc07bb89bc3900a399503932f,0.00192,0.09,124,5,2,Over 4 weeks
0x9bdfe468ed0d21ce9290e4b84575208e36ac0609,0.03379,0.12,815,33,64,Over 4 weeks
0xc134f280c35dfd5ccd47ea1584e987ab64389fc6,0.17403,0.065,1741,43,57,Over 4 weeks
0x15d693444abd97710437de8b9bc271137994cf5e,0.00124,0.204,719,41,59,Over 4 weeks
0xa32e1e9dfc2f4c932bdee317de7dac87f95fb66a,0.00774,0.032,683,4,13,Over 4 weeks
0xd0ac50d9f7516be16e2449539394a3967bea03c7,0.03108,0.207,1137,47,53,Over 4 weeks
0xcbb54eda2048b57d1b0afb19a73948e9d58b6973,0.2048,0.337,754,36,64,Over 4 weeks
0x9dab43bc15bd29cfe3030ca1b7edb3eeb9f3b6c1,0.00234,0.18,544,51,45,Over 4 weeks
0x7d3bf2cb39f5ceeeca91ecc8201dc01616ad089f,0.00326,0.128,1551,25,75,Over 4 weeks
0x7a3c2b884b93e4015f30cf0b700f9e54ba520995,4e-05,0.04,746,6,18,Over 4 weeks
0x5563db9858c9462396af6d3193c826dba1e1da51,0.00452,0.011,1014,3,7,Over 4 weeks
0x841ad0abab2d33520ca236a2f5d8b038addc12ba,0.53782,0.271,1288,39,61,Over 4 weeks
0xf5a10127c41895358f1a617aed7cd846ca90d392,0.02989,0.034,682,4,14,Over 4 weeks
0x14ded26106859aacfe0b658f4c101b13dded952b,0.00576,0.037,689,5,15,Over 4 weeks
0x6df76a4186cf6605839c55ec247cdd59b4cff508,0.03636,0.168,565,37,56,Over 4 weeks
0xaf11b3b0ea9c697e92abda3d89d5c942fd4e335f,0.19966,0.23,503,43,56,Over 4 weeks
0x8f32e75ab8b2165e452e80850fa6ff8869d49d19,0.01242,0.425,159,23,34,Over 4 weeks
0x9b19bb1fbe8978d8a2454cc3b812dbf1341e03b3,0.03567,0.278,92,4,11,Over 4 weeks
0x8cdfd78c8829c94d0d9b1d4ba4ef1011f80b5234,0.026,0.04,746,5,19,Over 4 weeks
0xa6b1f5959b2ec60a95409702e183f9ed4cf009e5,0.0,0.0,0,0,0,Over 4 weeks
0x547d7ef04c005a44a3cc89109d2cc78c85679586,0.01661,0.356,314,33,67,Over 4 weeks
0xe3f97e97576b4edaf30008a2586f9fdd417a745f,0.11577,0.087,437,4,25,Over 4 weeks
0x28c118cb932bd3037634789b0a780f6b01e77fad,0.12279,0.211,560,36,64,Over 4 weeks
0x164a8379198a8d7155a1f0eab9baa256078d378e,0.05638,0.242,704,40,60,Over 4 weeks
0x0e1b549ecbda4c7a2e29939f5b8cfb4bee1df85a,0.02905,0.14,247,13,19,Over 4 weeks
0x3016a4a41d1ba5c82ae6d1217742467c9b3c5900,0.00802,0.027,1793,10,38,Over 4 weeks
0x2d4f70d69a292e6d86934fa1ad7341e89ea7cbf9,0.0139,0.035,682,4,13,Over 4 weeks
0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,4.22622,0.22,840,40,60,Over 4 weeks
0xb6d17997af674ef938bb3ead45bcbb54284a9a9f,0.01556,0.046,897,10,30,Over 4 weeks
0x2f1121edcbce01b87a26888dbdc4f021a10f9390,0.0,0.0,0,0,0,Over 4 weeks
0xb407a627a922cef3455cdedf7b4adaa145f5d1ad,0.00165,0.026,975,8,15,Over 4 weeks
0x4095f2b8dc6a18ce295699b0ab6ca16980881e48,0.2192,0.175,837,37,63,Over 4 weeks
0x050de5d3eef70a4685e1db962500f463939efdb7,0.00738,0.064,491,5,25,Over 4 weeks
0x1be693074c32541919bba91ac873464a29c09d68,0.00124,0.214,349,16,27,Over 4 weeks
0xf15a4c2eabd5780688db52d5d6dd7bf3027d83a4,0.01117,0.043,771,7,23,Over 4 weeks
0x4939c26c681706f0e780204c7414ae998758a12f,0.0068,0.287,511,39,61,Over 4 weeks
0x952c23f8f067a5e7e165ff0e42491f51d87dbc95,0.0448,0.163,1909,39,61,Over 4 weeks
0x972b8ed609d5577739cc585bc0ccab03aee621af,0.00145,0.297,157,19,27,Over 4 weeks
0x7750b18cc5398f2bdde8dd368762d85e764497ec,0.20835,0.173,321,11,29,Over 4 weeks
0x0972ec8fe3c691dbdf2277612148c97a90111857,0.00108,0.0,0,0,0,Over 4 weeks
0xcd628cd098358c453bcc7cdbc03678f5c2b9a167,0.01629,0.034,683,4,14,Over 4 weeks
0x21dbf2e0a5f377f7098439b64fb5a67a5d18af45,7.81326,0.382,987,45,55,Over 4 weeks
0xad95a5fe898679b927c266eb2edfabc7fe268c27,0.2899,0.341,301,55,45,Over 4 weeks
0x8c155a38df395fc6c913e1eed4463c03055ffbca,0.21883,0.166,636,39,61,Over 4 weeks
0xefd67615d66e3819539021d40e155e1a6107f283,0.19666,0.403,846,59,41,Over 4 weeks
0x8e2f7d5aaae5abbd5052acb74019b9b11cb74349,0.0077,0.08,1923,28,72,Over 4 weeks
0xb0e83c2d71a991017e0116d58c5765abc57384af,9.53581,0.324,2282,31,69,Over 4 weeks
0x25ad2667b19e866109c1a93102b816730a6aec3f,0.13408,0.391,935,32,68,Over 4 weeks
0x939bac3bad78752763be4dd1da19e8e70995a408,0.02744,0.23,414,31,56,Over 4 weeks
0xd2ff37357b09c9cb698ca9773400e44195bfcfe0,0.00123,0.0,0,0,0,Over 4 weeks
0x00951c1d1241f9be0ef5a55a1755fa49c5629ebd,0.05683,0.25,391,35,59,Over 4 weeks
0xae256cd2d13353e549d09aea8d4105c8d1cc09d8,0.01911,0.23,589,40,60,Over 4 weeks
0xa3850b47183e78195d19e082cc07eda3370e575f,0.01524,0.007,1649,2,9,Over 4 weeks
0x5cfc2c648ba36144644758f8d39553c0ce355fc6,0.02921,0.239,415,31,60,Over 4 weeks
0x6cbc8648f79f76e9301ff12b96c429cacd2ee776,0.007,0.094,329,3,14,Over 4 weeks
0xcb53a818042db647cb01672751b0e4efca29cf55,0.10904,0.621,451,52,48,Over 4 weeks
0xf519fca4609a234c51624a75b7790465cbf8834f,0.00067,0.054,372,7,10,Over 4 weeks
0x4ac4ff89b9d4b3daf54942e3df63751a4a54c735,0.02126,0.159,1573,38,62,Over 4 weeks
0x4c45758bf15af0714e4cc44c4efd177e209c2890,0.53861,0.19,526,47,51,Over 4 weeks
0xb91e8c6d109802965af67950ec13d7bae8495408,0.08692,0.128,1922,59,41,Over 4 weeks
0xb8a9c37240e8b72f42a88f1099e6c61dc3e96756,0.15285,0.271,680,56,44,Over 4 weeks
0x8168363c12488275050f75f4decd92b773f637f9,0.04274,0.219,722,38,62,Over 4 weeks
0x05a7eb929209f5c1f2f08dd087b64bb1beba99fe,0.00048,0.018,711,5,7,Over 4 weeks
0xde6ef31cd07d55f01a1d906747325c3a47c4cbb4,0.00744,0.118,152,3,8,Over 4 weeks
0x8864486c1be43143b2fb2992777ba0b85129f3e4,0.16562,0.235,674,38,62,Over 4 weeks
0x4131826eafdcb7dcd855fae9098ec693165f157d,0.0416,0.366,998,49,51,Over 4 weeks
0x65813baedfd68029af5382672b0e4dd2e6f27952,0.33999,0.055,1912,53,47,Over 4 weeks
0x909f9ef8a242e2df9c65c2535f3521e9bd5212eb,0.06051,0.8,1731,2,98,Over 4 weeks
0x31b88926d15f8b0f0d57a85070f382541dca226e,0.25271,0.215,631,37,63,Over 4 weeks
0x8933e40728ee4e2493f09faeaecf98018199172f,0.00228,3.0,681,2,1,Over 4 weeks
0x86f5badc9fb2db49303d69ad0358b467cfd393e0,0.19023,0.088,706,22,40,Over 4 weeks
0x543b65d285d708b6f23d667a0cc554fb22b458d7,0.03707,0.276,534,37,63,Over 4 weeks
0xd9220628480f074fe8d1d9a493c0369e6c4fef0a,0.00772,0.118,1731,32,68,Over 4 weeks
0x214865f51f3181c556513912f5014175121ecbe4,0.00392,0.062,491,5,25,Over 4 weeks
0x1b3dff537b7d46a0d30b1d20b101c483586747aa,0.16262,0.099,1665,44,56,Over 4 weeks
0xad742059c1536dabd8bd51134aa83b7fc7380a27,0.19641,0.287,1031,46,54,Over 4 weeks
0x38f0e547f6f617967b88043dd77195514ef85eda,0.07842,0.136,938,34,66,Over 4 weeks
0xe8f72382109af3ef787cb9ea983ce33c741b3db4,0.26031,0.185,323,12,31,Over 4 weeks
0x422875df5170a421897e6af87d77fc1a78ba2d1c,0.20581,0.163,502,30,44,Over 4 weeks
0x03f09100415c7dae68577917a0759d57a14457ac,0.0,0.0,0,0,0,Over 4 weeks
0x2805ddf1dfedeca06752907f493f5a5c9bb2c902,0.51353,0.168,493,19,40,Over 4 weeks
0x81cb7a3b214af3c397575d175c29dc5b92211895,0.01055,0.113,938,36,64,Over 4 weeks
0x17cf5522f1283c44feff7932f199be23a36f2cc8,0.0,0.0,0,0,0,Over 4 weeks
0x34d2ac3b0b8483a77e982c924cd71cf0e72429ce,0.00369,0.173,248,20,21,Over 4 weeks
0xf378fdf633849099061a79bdd17071aa92572144,0.00265,0.02,482,2,5,Over 4 weeks
0x74075d1a2481f25343b32bb1a7bf6336ee42b016,0.14111,0.199,784,40,60,Over 4 weeks
0x1f14c2f40400471fb4a3aef1390f6bbbf2ad8f99,0.27006,0.157,872,34,66,Over 4 weeks
0xbeb439195367d87184733badb1f4f26a7df9c576,0.0424,0.285,492,37,63,Over 4 weeks
0x27695076ef87e7749ee7ca387f47549ee55dade3,0.05994,0.243,414,32,60,Over 4 weeks
0x2b29833a831207a3b92102b0708b32d624aa0f65,0.10128,0.149,815,41,59,Over 4 weeks
0xfc55274d4b5e885180403584bc9a3b68022b8a25,0.03421,0.299,226,21,45,Over 4 weeks
0xec815e2209cbd0a34dd1c0dd4ee8f26d8f93cd46,0.00021,0.085,151,4,6,Over 4 weeks
0x3c496d97c4d59eedcec93f44eacd104619159a67,0.00058,0.197,458,41,47,Over 4 weeks
0x98488c8a8005e8cae743d571d2a0f87db288ea99,0.05955,0.116,490,20,37,Over 4 weeks
0x36a4abca1028bc49a614e3c6e284224f628ed01c,0.00261,0.175,221,11,16,Over 4 weeks
0xcfe856e0df0f3950fb118a5ad22b4021aaa60e9f,0.01682,0.149,322,10,29,Over 4 weeks
0x8dcdb2db0268cde7b5c55492ef31e4fa3d187ac8,0.02799,0.26,530,37,63,Over 4 weeks
0x58885c86f27c3c811bc6a49b22fa6c807b0efb4d,0.09305,0.251,593,37,63,Over 4 weeks
0x13a5e7bde7477616c953ac4d4a1a82f751053efb,0.03005,0.211,627,40,60,Over 4 weeks
0x69b5b2b2cd11db8c7ea7f9f042f39423497b8efa,0.00685,0.109,741,33,47,Over 4 weeks
0x3abdb6c900c78dc1856798e63952991d2d648280,0.28464,0.154,320,11,29,Over 4 weeks
0x5594d52d1f83e50b4c765d3b85802a844db228d8,0.13728,0.075,329,3,19,Over 4 weeks
0xb5311bea5b3f66288d4b9d47a0c8a4bd9cf33714,0.0,0.0,0,0,0,Over 4 weeks
0x5141a72130dddf729a5c9e86b780a3c03fa8f549,0.02048,0.229,590,40,60,Over 4 weeks
0xdfd0c50cedede32e72acfabbc9e34e59c743bd55,0.03681,0.251,598,47,53,Over 4 weeks
0xbb7bb43af885549f1bbf5724213ee48b40ebee83,0.00836,0.161,413,19,42,Over 4 weeks
0xaf55cf23c8cab7eca1160f372a11b5de073703c1,0.0,0.0,0,0,0,Over 4 weeks
0x121ac669e4c99ef4673b22d57431b3a521292f2c,8.3872,0.098,1810,34,66,Over 4 weeks
0xe0ae8c3d3081d77849f7f9e4b96ee3b5ea478825,0.00211,0.244,208,26,23,Over 4 weeks
0x12cd3dca194161fe3535755075499f115982ee63,0.02809,0.323,425,35,65,Over 4 weeks
0x0dd83843d0fe2dd9470201179b1b9fff28e75aec,0.0,0.0,0,0,0,Over 4 weeks
0x2a6ec7eae877d36f446213f14df95f2e1b81cfd2,0.0,0.0,0,0,0,Over 4 weeks
0x2ae9070b029d05d8e6516aec0475002c53595a9d,0.0145,0.188,176,13,17,Over 4 weeks
0x3b6967e7d0f4309cf08ab6a4a88381f3da035248,0.0,0.0,0,0,0,Over 4 weeks
0x259ae99f42509a851d4ecf54151c085ba103a1e3,0.00171,4.0,129,0,4,Over 4 weeks
0xa927a9d9908f6470207ddf453afb03b30df4c308,0.0,0.0,0,0,0,Over 4 weeks
0x63a370abfc8ed6132025f6dc8244ddf6205c174b,0.02688,0.115,655,24,50,Over 4 weeks
0x6b759bf480407d19c8903c16023c706868c29a2a,0.10413,0.207,581,64,36,Over 4 weeks
0x992fb4f41663388cc611e8ef25e714a1541e456f,0.29067,0.763,481,48,52,Over 4 weeks
0xb47116c96385ae3796d8bc25629b662d6df58746,0.02296,0.068,491,6,27,Over 4 weeks
0xfabe6c1b1be983811d1616bec49f679e1d8e928e,0.38236,0.168,395,15,32,Over 4 weeks
0x18e9664a094d8d134bb3bae84119305afe308ece,0.00214,0.741,1201,7,93,Over 4 weeks
0xe9acf4da1d412e49e6c171cfc34838fcb1066ead,0.00757,11.111,970,15,85,Over 4 weeks
0xf30fc56264d65f241d5b2f0c861bbff7555656b9,2.63581,0.198,902,39,61,Over 4 weeks
0xc7c380c8fefa2438332b75f2f6050a3698a0e741,0.0,0.0,0,0,0,Over 4 weeks
0x98a769898170076c334ba5d1e156028aefd9def8,0.02434,0.926,220,38,62,Over 4 weeks
0x6dc287b8892fa706360d11bcd59bbc190486a219,0.0093,0.266,355,46,39,Over 4 weeks
0x8e60a08652a1dea4156da326e4034570918f7722,0.0,0.0,0,0,0,Over 4 weeks
0x12ef58947285f01ce8d8ecd90b3ea384b022cd1c,0.33149,0.079,881,27,41,Over 4 weeks
0x1ac81fdcd10b27d2af73ef0f097159cdf0f0aa8a,0.00545,0.177,414,22,45,Over 4 weeks
0x0de92626498717585f06e5bf5b85a7a88872f5b3,0.04423,0.115,1805,32,68,Over 4 weeks
0x79e684a001fdd917fe61bf0643d5800956c91a83,0.03444,0.099,760,25,44,Over 4 weeks
0x4f5c6984e114d654c90e85dd4e2972920c625780,0.0,0.0,0,0,0,Over 4 weeks
0x3dd8805ca4aaacebaee55cc3b4d81d3a72317844,0.79006,0.474,326,28,72,Over 4 weeks
0x871f20958f5aaaad34f6d43502846e7a9491d976,0.0,0.0,0,0,0,Over 4 weeks
0xd12f7211071a20ce76bf9fb8e069036b6fb63c6a,0.14456,1.22,605,55,45,Over 4 weeks
0xc457ff8d72166a851aebc8824c4ddf517a55f336,0.04567,0.035,577,11,9,Over 4 weeks
0x08420b20df9259f615367535da31cd609bb1cf07,0.0,0.0,0,0,0,Over 4 weeks
0xcfc36d000ef5f72d212bbeb6c847a9a78d9b169b,0.0909,0.265,672,52,48,Over 4 weeks
0xe65c2be6254731e93368cc071a2420b0c961451b,5.43332,0.201,2107,9,91,Over 4 weeks
0xa3632dd93b046817ae313a22a0e76cca971499e7,0.04503,0.274,515,25,75,Over 4 weeks
0x618ee1b1276781cfc7180266aaa737ab8df48518,0.00711,0.201,712,39,61,Over 4 weeks
0xb748d7e2900601abb02552e373b0da243ef2b850,0.10898,0.662,1969,35,65,Over 4 weeks
0x50d2dec635c48f5e8cede341df87c651c6cd5318,0.02117,0.211,615,41,59,Over 4 weeks
0x59fe0c702e9a2bb773ef6c97f9b30436d1f74aea,0.0,0.0,0,0,0,Over 4 weeks
0x51cb9d27b98a84318859704c1af63088ab86592e,0.04981,0.181,760,44,56,Over 4 weeks
0x95c557a0c04d0d91a1672f993d2660afbf6db39d,0.01735,0.078,722,16,29,Over 4 weeks
0x60913b55ae54c325be3a8960536f1266aa648197,0.00692,0.026,766,2,17,Over 4 weeks
0x57d707fab0d9c2dd4f255f1814cb156bd3e099c4,0.0019,0.084,268,2,17,Over 4 weeks
0x491e83d1f86d1f753050d17becfba1353cf3dfa4,0.02653,0.243,611,40,60,Over 4 weeks
0x84b4fc4818b865cae1bc241ebfcc930d9bddee02,0.00351,0.041,631,10,15,Over 4 weeks
0x7b1e8b4c96982d828ec3d99bb4d5951ac62d94a5,0.03922,0.063,1768,38,62,Over 4 weeks
0xdf2adf272e40fe277321b21aa58ddccc3bc648ee,0.03485,0.893,178,44,56,Over 4 weeks
0xe6ec7f3155bf378a24b93677eff2ccf05def231d,0.0278,0.254,472,36,64,Over 4 weeks
0x1a7fc76f1ac7fecb71256a79482dd5ad879f293a,0.00017,0.105,531,7,9,Over 4 weeks
0xbac3ab60a1643e5f5de8eb62cb4bb232711d9dcd,0.59247,0.123,404,31,16,Over 4 weeks
0x67499af7d3de89efeb8934386316947d82dfc510,0.0,0.0,0,0,0,Over 4 weeks
0xd2f7bb62504fbe33e3038bf2fefaeab42bad88b3,0.0206,0.302,477,34,66,Over 4 weeks
0x5dbc6208cc2ecb91943355486987ab89b6e7dc2a,0.28396,0.342,302,48,52,Over 4 weeks
0x2d59309df7ab517e554b5e9033f7950d57801aff,0.01743,0.272,516,26,74,Over 4 weeks
0x95100e115de93251bfb5450dbf798e7504f885c7,0.00215,0.0,0,0,0,Over 4 weeks
0x45f233399c7e79b459722053cf96cbe7155b206a,0.02078,0.2,635,46,54,Over 4 weeks
0xf4c6f1214f6577f5ea254656b9f6ad869217b658,0.00205,0.146,300,17,8,Over 4 weeks
0x89a1d730aa1e78a0ede8dea988acecff0a6e99a9,0.12995,0.053,1954,37,63,Over 4 weeks
0xbe042ef3fab06b43a1874a79d18d20b7f1468dec,0.53439,0.134,786,42,58,Over 4 weeks
0xa8fa325872a3929fa7a3bbb6bc7ccfcbaadf2cfb,0.00456,0.305,620,40,60,Over 4 weeks
0x26c75762dfa660acebadcce7f90ef20be3224d3b,0.00921,0.075,1832,39,61,Over 4 weeks
0x6f51697ce325582c1a303baf4e3599a84832945b,0.0,0.0,0,0,0,Over 4 weeks
0xc77af77ad225b6b84a698978c10bfd8ed8fee692,0.17218,0.319,520,36,64,Over 4 weeks
0xe099d39b893f81cacab91436549d22ef8171d4e0,0.7226,0.134,1381,37,63,Over 4 weeks
0xf85d8b1db1f0820cdaa99db3dd75559960e322c1,0.38075,0.066,1826,45,55,Over 4 weeks
0xbab8adae732cd3588f51f3050decfe2b79a3a973,0.0,0.0,0,0,0,Over 4 weeks
0xf6d639fcdd2467139976675fec588ba970e7e599,0.22284,0.184,437,24,52,Over 4 weeks
0xc2d70ffe112d9b18c8e093b05c2f785b1ce7cff2,0.00065,0.074,1387,31,69,Over 4 weeks
0x365c59e3479e1edb76a6614048b75696ffb5acf7,0.0,0.0,0,0,0,Over 4 weeks
0x57fe9849b297af6e3182d5a893f22369a4f19b84,0.07974,0.103,303,2,14,Over 4 weeks
0x7f7ad73518c490885723b425a998921bb3cd309a,0.0298,0.197,432,18,38,Over 4 weeks
0x2917634fd7319c38d377fff1d9ccac4505921339,0.06914,0.444,2043,37,63,Over 4 weeks
0xed1e28a76690bfa83ca01505ac1d4ed4ab23272c,0.00278,0.549,305,44,56,Over 4 weeks
0x359ab6f45a005a3f6e41327c705ece4e27f0dcd1,0.07452,0.144,329,3,23,Over 4 weeks
0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.02017,0.035,147,0,4,Over 4 weeks
0x30bcf4c98e6967eb7e9a2166df9a9b95848881f2,0.0043,0.251,284,20,47,Over 4 weeks
0x112e3e9cc361183c37a59a6172916ec8ce0d08eb,0.0,0.0,0,0,0,Over 4 weeks
0x39f143851cd023a58a324fd2c9ed49c2cc916f30,0.0,0.0,0,0,0,Over 4 weeks
0x9a2a0b906b6aa0ff5882b0feb9240a6749051979,0.00376,0.167,304,9,32,Over 4 weeks
0xdd62107b880489c9183b01bc231de0631fd050c8,0.06191,0.147,225,7,21,Over 4 weeks
0x6d8d524dbe93b62995285d6be5fbf3d0ccc0f2ff,0.01357,0.364,484,39,61,Over 4 weeks
0x7ade95a44a3dcaacac4efa554167ac4a29528adf,0.0,0.0,0,0,0,Over 4 weeks
0xe78c9c0f0e54ea0231fb4310c6345f19f06a3b7f,0.06061,0.134,304,3,18,Over 4 weeks
0x9fefb01133f63d81b10bca1ee47be40ef6535443,0.04602,0.304,326,47,50,Over 4 weeks
0xf20bb1ea28a496db525efbad28a23003c9d73724,0.03694,0.187,349,18,36,Over 4 weeks
0xde255aeefd61d58eb2ee99c8fd08c4c46213a734,0.02361,0.556,187,35,20,Over 4 weeks
0x6e832478aa89fb4507862b2955a3ef3a9fbaf3ec,0.06641,0.775,299,45,55,Over 4 weeks
0x971e23dd0ae3c145a8120fa377fadfc27940a03a,0.03431,0.219,226,14,32,Over 4 weeks
0x7a7a7930d462b959e5d1b34b0a34ca2452dcb1ab,0.00649,0.198,520,32,61,Over 4 weeks
0xd8f7a0cc1baf9c56f9b48d3de836a21dbc979f1f,0.02461,0.154,927,36,64,Over 4 weeks
0xaafb55532b94cf47b5ffabddd5aeae3e5197a521,0.11963,0.559,1787,1,99,Over 4 weeks
0xc292573d51097347ba34bec624fd088dd3d0314a,0.00591,0.194,482,38,40,Over 4 weeks
0xab769309ebceeda984e666ab727b36211ba02a8a,0.06535,0.298,658,40,60,Over 4 weeks
0x20b3fb70cfeb01ac7ea11a412572848139a2b748,0.03387,0.191,715,41,59,Over 4 weeks
0xaf694d15d57206ce52894e8e95294747145cd19f,0.05077,0.273,178,15,29,Over 4 weeks
0x3c5c18b07fc1f84fedda417d99afb9954936f055,0.07412,0.103,303,2,14,Over 4 weeks
0xbd90f0243173e91385224a8117212d17c2e9e494,0.01403,0.036,1778,17,47,Over 4 weeks
0xc2d1369b3d2d9c4261f8bc6b406e18c0c722bd7a,0.00502,0.036,132,0,2,Over 4 weeks
0x38f0c7d7e92422b68f2d5b4a388c05df6d531f52,0.09359,0.168,421,21,48,Over 4 weeks
0xace32e36e3f0ebf08c793bcf390e42831c5dd449,0.13703,0.144,643,33,56,Over 4 weeks
0xa0773d10b691653a0ea4c7c9fedff6b4ca0cb5b2,0.00916,2.381,1256,7,93,Over 4 weeks
0xd2ea42a69287a0a1bacd9259fbbd61a5db977248,0.00681,0.248,682,36,64,Over 4 weeks
0x6d25a1e9e176ab058e0f19e67bcbcaac2be96fa9,0.04575,0.084,689,14,39,Over 4 weeks
0x71f05a99e85c7ffb236c21e41e8324f8c733bb38,0.0165,0.652,111,33,27,Over 4 weeks
0xf84dabe76b1a95413c322eff45e9768f732d1975,0.00243,0.373,434,40,60,Over 4 weeks
0x5d942f6091b71c51afc9461297097ca4743cd288,0.11245,0.113,665,36,37,Over 4 weeks
0xeeffa0e9f1e40968fc0e8fa40435fb64df0fb3a8,0.00021,0.074,746,4,4,Over 4 weeks
0x658191594cda88744d8158813029420dcf137a32,0.00234,0.474,353,45,55,Over 4 weeks
0xf69f3f81f9f99b183fdead8266f5de10d91a2a36,0.01999,0.033,455,4,8,Over 4 weeks
0x48a0096b26fe285138b294afe0eb1dd705071dca,0.0776,0.228,575,33,67,Over 4 weeks
0xa8768bd086c02c00d31bdad85fae96a13e7e62f9,0.00022,0.073,746,4,4,Over 4 weeks
0xd5fae9a76de0bf1063eee5d4ae05be77cb08e68a,0.02111,0.152,943,47,53,Over 4 weeks
0xada29d37ef1ac3df5d76413ecf752013f7870202,0.00371,0.515,313,43,57,Over 4 weeks
0x8b344c63ab88b731d11390a069e38aa33e3934b8,0.0,0.0,0,0,0,Over 4 weeks
0x0927f0f48e1302fa855a1847580badc09f942929,0.00023,0.073,746,4,4,Over 4 weeks
0x5894e632df1dc87cd88c5ff7c5f3f299628ad659,7e-05,0.073,746,4,4,Over 4 weeks
0x7e0305db11088ec12ab00b7d68f26ab31f722027,0.24687,0.167,789,47,53,Over 4 weeks
0x124a2df3fa0702bfdc822ddd2c5d38a3500d3613,0.00624,0.022,326,1,6,Over 4 weeks
